const,primaryTitle,startYear,genres 
tt0124244,Keep on Cruisin',1987,"Comedy,Music"
tt0124245,Like It or Lump It,1997,Comedy
tt0124246,Lost & Found,1995,Documentary
tt0124248,Name That Tune,1997,"Game-Show,Music"
tt0124249,Polskie drogi,1976,"Drama,War"
tt0124250,Primus,1971,Adventure
tt0124251,As Pupilas do Senhor Reitor,1995,"Drama,Romance"
tt0124253,Commercial Breakdown,1989,Comedy
tt0124255,Science Court,1997,"Animation,Comedy,Family"
tt0124257,Slimer! And the Real Ghostbusters,1988,"Adventure,Animation,Comedy"
tt0124258,Spuk im Hochhaus,1982,"Comedy,Family,Fantasy"
tt0124260,Student Bodies,1997,"Animation,Comedy,Family"
tt0124261,Talent Jackpot,1949,"Family,Music"
tt0124262,Talent Scouts,1962,Family
tt0124263,Talent Varieties,1955,Music
tt0124264,Tales of the Red Caboose,1948,Adventure
tt0124265,The Voyage of the Mimi,1984,"Adventure,Family,History"
tt0124266,Waskracht!,1996,\N
tt0124267,Where Do I Sit?,1971,"Comedy,Talk-Show"
tt0124703,Hancock's Half Hour,1956,Comedy
tt0124834,Pictionary,1989,\N
tt0124915,The Vanishing Man,1997,"Comedy,Drama,Mystery"
tt0124931,2 Hip 4 TV,1988,Comedy
tt0124932,20/20,1978,"Documentary,News"
tt0124934,Breaker High,1997,Comedy
tt0124935,The Charmer,1994,\N
tt0124937,Clutch Cargo,1959,"Action,Adventure,Animation"
tt0124938,Compa?eros,1998,"Comedy,Drama,Romance"
tt0124939,Dagar med Knubbe,1978,\N
tt0124941,En plena forma,1997,\N
tt0124943,Go Getters,1989,Family
tt0124944,Handbok f?r handl?sa,1994,\N
tt0124945,The Harlem Globetrotters Popcorn Machine,1974,"Comedy,Family,Sport"
tt0124946,Hostal Royal Manzanares,1996,Comedy
tt0124948,The Joan Rivers Show,1968,Talk-Show
tt0124949,Jungle Cubs,1996,"Adventure,Animation,Comedy"
tt0124950,Kety no para,1997,Comedy
tt0124951,Knight School,1997,"Comedy,Thriller"
tt0124952,Kuusikko ja kuoleman varjot,1997,"Adventure,Crime,Family"
tt0124953,"Lleno, por favor",1993,Comedy
tt0124955,Manos a la obra,1997,Comedy
tt0124956,New Kids on the Block,1990,"Adventure,Animation,Music"
tt0124957,News Gal,1951,"Drama,Mystery"
tt0124958,Periodistas,1998,"Comedy,Drama,Romance"
tt0124962,Puerta con puerta,1999,Comedy
tt0124963,USam,1981,\N
tt0124964,Verisiskot,1997,\N
tt0124965,La vida en el aire,1998,\N
tt0124966,Para qu¨¦ sirve un marido,1997,"Comedy,Drama"
tt0125081,Fejezetek a film t?rt¨¦net¨¦b?l,1989,Documentary
tt0125602,The Baby-Sitters Club,1990,"Adventure,Comedy,Family"
tt0125607,Wild Rescues,1998,Documentary
tt0125608,Are You Kidding,1990,\N
tt0125610,Boatworks,1997,\N
tt0125611,Busted on the Job: Caught on Tape,1996,Reality-TV
tt0125612,Clue Club,1976,"Animation,Comedy,Family"
tt0125613,Corwin,1969,Drama
tt0125614,CyberLife,1996,\N
tt0125615,Doomsday: What Can We Do?,1997,\N
tt0125616,Double Dare,1986,"Comedy,Family,Game-Show"
tt0125618,Die Feuerengel,1997,"Action,Drama"
tt0125619,Fun House,1996,\N
tt0125620,Ha die Pa!,1990,Comedy
tt0125621,The World Tonight,1990,Comedy
tt0125622,"Honey, I Shrunk the Kids: The TV Show",1997,"Action,Adventure,Comedy"
tt0125623,Insel der Tr?ume,1991,\N
tt0125624,It Takes a Worried Man,1981,Comedy
tt0125625,It's a Great Life,1985,\N
tt0125627,Der komische Kintopp,1997,Comedy
tt0125629,Lehetetlen?,1995,Talk-Show
tt0125631,"McDuff, the Talking Dog",1976,"Family,Fantasy"
tt0125632,Mel & Susan Together,1978,Music
tt0125633,Mummies Alive!,1997,"Action,Adventure,Animation"
tt0125634,Nikola,1997,Comedy
tt0125635,N?r karusellerna sover,1998,Family
tt0125636,Ordinary/Extraordinary,1997,\N
tt0125637,The Other Side,1995,\N
tt0125638,The P.T.L. Club,1976,"Family,Talk-Show"
tt0125639,The Paranormal Borderline,1996,Mystery
tt0125640,Park Hotel Stern,1997,\N
tt0125641,Prisoners Out of Control,1998,\N
tt0125643,Riverdale,1997,"Drama,Mystery"
tt0125644,SK Babies,1996,"Action,Crime"
tt0125645,Safe Streets,1994,\N
tt0125646,The Adventures of Sam & Max: Freelance Police,1997,"Adventure,Animation,Comedy"
tt0125647,Swiebertje,1955,"Comedy,Family"
tt0125648,Tales of the Unexpected,1977,"Mystery,Sci-Fi,Thriller"
tt0125650,Up Pompeii!,1969,"Comedy,History"
tt0125651,What's So Funny?,1995,Comedy
tt0125652,Wilde Zeiten,1997,\N
tt0125655,The Yeagers,1980,\N
tt0125937,Mirrorman,1971,"Action,Adventure,Horror"
tt0126142,"Alex Ros¨¦n, programleder",1997,Comedy
tt0126145,Beverly Hills Bordello,1996,Drama
tt0126147,Big World Cafe,1989,Music
tt0126149,The Country Mouse and the City Mouse Adventures,1997,"Adventure,Animation,Comedy"
tt0126151,The Dame Edna Experience,1987,"Comedy,Talk-Show"
tt0126152,Dame Edna's Neighbourhood Watch,1992,Comedy
tt0126153,Danny Baker After All,1993,\N
tt0126154,The Danny Baker Show,1994,Talk-Show
tt0126155,Don't Miss Wax,1987,"Comedy,Talk-Show"
tt0126156,The Eleventh Hour,1985,Comedy
tt0126157,Eric,1997,Comedy
tt0126158,He-Man and the Masters of the Universe,1983,"Action,Adventure,Animation"
tt0126159,Hello Mum,1987,Comedy
tt0126160,Inside America,1982,\N
tt0126161,Jardim da Celeste,1997,"Animation,Family,Musical"
tt0126162,Jools's Hootenanny,1993,Music
tt0126163,Link's Shorts,1997,"Animation,Comedy"
tt0126164,The Little Picture Show,1993,\N
tt0126165,Make a Wish,1971,\N
tt0126168,Police Academy: The Series,1997,"Comedy,Crime"
tt0126169,Popular Mechanics for Kids,1997,"Documentary,Family"
tt0126170,Recess,1997,"Adventure,Animation,Comedy"
tt0126171,She-Ra: Princess of Power,1985,"Action,Adventure,Animation"
tt0126172,Style with Elsa Klensch,1980,News
tt0126173,Swat Kats: The Radical Squadron,1993,"Action,Animation,Family"
tt0126175,Tattooed Teenage Alien Fighters from Beverly Hills,1994,"Action,Adventure,Comedy"
tt0126176,The Uninvited,1997,"Horror,Mystery,Sci-Fi"
tt0126177,Villervalle i S?derhavet,1963,"Comedy,Family"
tt0126179,Women: Stories of Passion,1996,"Drama,Romance"
tt0126222,Brutale meiden,1997,Reality-TV
tt0126736,"The $128, 000 Question",1976,Game-Show
tt0126739,Children in Need,1980,Family
tt0126740,Chris Cross,1993,Family
tt0126744,Esperanza,1997,"Crime,Drama,Mystery"
tt0126745,The Famous Five,1995,"Adventure,Family"
tt0126747,Friday Fare,1965,\N
tt0126749,G?ngeh?vdingen,1992,"Adventure,Drama"
tt0126752,Mysteries with Carol Vorderman,1997,\N
tt0126753,Nitrokabinetti,1997,\N
tt0126754,Pittige tijden,1996,Comedy
tt0126756,Rockline on MTV,1991,Talk-Show
tt0126757,Smuglerne,1970,Crime
tt0126758,Spyforce,1971,"Drama,Thriller,War"
tt0126759,The Ted Steele Show,1948,Music
tt0126760,Teen Time Tunes,1949,"Family,Music"
tt0126761,Teenage Book Club,1948,Talk-Show
tt0126763,T?htilampun alla,1997,\N
tt0126764,Windkracht 10,1997,"Action,Drama"
tt0127369,2003/2/1,1978,Game-Show
tt0127370,Austin Stories,1997,Comedy
tt0127371,Camilo na Pris?o,1998,Comedy
tt0127372,A Demanda do R,1998,"Animation,Family"
tt0127373,8th Man,1965,"Animation,Sci-Fi"
tt0127376,Hetty Wainthropp Investigates,1996,"Comedy,Crime,Drama"
tt0127379,Johnny Cypher in Dimension Zero,\N,Animation
tt0127382,Kenny Starfighter,1997,"Action,Adventure,Comedy"
tt0127385,Men in Black: The Series,1997,"Action,Animation,Comedy"
tt0127388,Ninja Turtles: The Next Mutation,1997,"Action,Adventure,Comedy"
tt0127390,Usei sh?nen popi,1965,"Action,Animation,Family"
tt0127391,The Rez,1996,Drama
tt0127393,Solteiros,1998,Comedy
tt0127394,Stand and Deliver,1997,\N
tt0127396,Transformers: Super-God Masterforce,1988,"Adventure,Animation,Family"
tt0127397,Tanja,1997,\N
tt0127398,Team Knight Rider,1997,"Action,Adventure,Sci-Fi"
tt0127399,Television Playhouse,1947,Drama
tt0127400,Television Screen Magazine,1946,Talk-Show
tt0127401,Television: Inside and Out,1981,\N
tt0127402,Transformers: The Headmasters,1987,"Action,Adventure,Animation"
tt0127403,Transformers: Victory,1989,"Adventure,Animation,Family"
tt0127471,BraveStarr,1987,"Action,Animation,Family"
tt0127569,Ghostbusters,1986,"Adventure,Animation,Comedy"
tt0127986,Akkaa p??lle,1994,Comedy
tt0127988,Aoi tori,1997,"Drama,Romance"
tt0127989,Ark II,1976,"Adventure,Family,Sci-Fi"
tt0127990,Die Aubergers,1997,\N
tt0127991,Card Sharks,1978,"Family,Game-Show"
tt0127992,Chez toi,1996,\N
tt0127993,Direkte lykke,1996,\N
tt0127994,Figure It Out,1997,"Comedy,Family,Game-Show"
tt0127996,Five's a Family,1961,\N
tt0127998,Good News Week,1996,"Comedy,Game-Show"
tt0127999,Hometime,1992,Reality-TV
tt0128000,Monster Squad,1976,"Adventure,Family,Horror"
tt0128001,My Favorite Martians,1973,"Animation,Comedy,Family"
tt0128002,The New Heaven Sword and the Dragon Sabre,1986,"Action,Drama"
tt0128003,Nonstop Nonsens,1975,Comedy
tt0128004,Not Only... But Also,1965,Comedy
tt0128006,Sunny's Ears,1997,"Comedy,Drama,Family"
tt0128007,Taxa,1997,"Crime,Drama"
tt0128008,The Tim McCoy Show,1952,"Family,Western"
tt0128009,A Time to Live,1954,Drama
tt0128010,The Tommy Hunter Show,1965,Music
tt0128011,Uncle Croc's Block,1975,Family
tt0128012,Usapang Business,1996,\N
tt0128013,Vuoroin vieraissa,1997,Drama
tt0128014,The Young Pioneers,1978,Western
tt0128102,Carrott Gets Rowdie,1980,Documentary
tt0128114,Winning Streak,1974,Game-Show
tt0128176,Egoli: Place of Gold,1991,"Drama,Romance"
tt0128248,Das Haus der Krokodile,1976,"Adventure,Drama,Family"
tt0128419,Prey,1998,"Mystery,Sci-Fi,Thriller"
tt0128438,Renald Rap's Rambling with Renald Rap,1983,Talk-Show
tt0128866,Akkurat n?,1997,\N
tt0128870,Computing for the Terrified,1993,\N
tt0128871,Creepy Crawlers,1994,"Animation,Comedy,Family"
tt0128872,Cyberzone,1993,"Action,Game-Show,Sci-Fi"
tt0128875,Fame in the Twentieth Century,1993,Documentary
tt0128876,Faraway Hill,1946,Drama
tt0128877,A Grande Aposta,1997,Comedy
tt0128878,Hour Glass,1946,"Comedy,Music"
tt0128879,I Love to Eat,1946,\N
tt0128881,Eine kleine Nachtmerrie,1997,"Family,Horror,Music"
tt0128883,Mary Kay and Johnny,1947,Comedy
tt0128884,World of Strange Powers,1985,Documentary
tt0128885,Na Paz dos Anjos,1994,\N
tt0128886,NightMan,1997,"Action,Adventure,Drama"
tt0128888,Patika,1994,"Comedy,Drama"
tt0128889,Pensacola: Wings of Gold,1997,"Action,Drama"
tt0128890,Pepper Ann,1997,"Animation,Comedy,Family"
tt0128891,Rejseholdet,1983,"Action,Crime,Drama"
tt0128892,The Return of the Psammead,1993,"Family,Fantasy"
tt0128894,Sean's Shorts,1993,Comedy
tt0128895,Spuk unterm Riesenrad,1979,"Adventure,Comedy,Family"
tt0128896,TV Offal,1997,Comedy
tt0128897,Toni und Veronika,1970,\N
tt0128898,Valley of the Dolls,1994,Drama
tt0128899,Dove comincia il sole,1997,Drama
tt0128900,Vidas de Sal,1996,\N
tt0128902,What Shall We Tell the Children?,1993,\N
tt0128903,The World in Your Home,1944,\N
tt0128915,Adyutant ego prevoskhoditelstva,1970,"Adventure,Drama,Romance"
tt0129117,Ghost Stories,1997,"Drama,Fantasy,Horror"
tt0129259,The New Ghostwriter Mysteries,1997,"Family,Fantasy,Mystery"
tt0129398,Starcom: The U.S. Space Force,1987,"Adventure,Animation,Family"
tt0129664,Bara med Bruno,1997,"Comedy,Talk-Show"
tt0129665,Brigada Escorpi¨®n,1997,"Action,Crime,Drama"
tt0129666,Bullpitt!,1997,Comedy
tt0129668,Campus Hoopla,1946,"Game-Show,Sport"
tt0129670,Cash and Carry,1946,"Family,Game-Show"
tt0129671,Charade Quiz,1947,"Family,Game-Show"
tt0129674,The Dave Allen Show in Australia,1975,Comedy
tt0129675,The Dick Emery Show in Australia,1977,Comedy
tt0129676,Doorway to Fame,1947,\N
tt0129677,Dream House,1968,Game-Show
tt0129678,Dream House,1983,Game-Show
tt0129679,Eye Witness,1947,Documentary
tt0129680,Face to Face,1946,Game-Show
tt0129682,Geographically Speaking,1946,\N
tt0129684,Home Sweet Home,1980,Comedy
tt0129685,Homicide,1964,"Action,Crime,Drama"
tt0129687,Hot Springs Hotel,1997,Comedy
tt0129690,I'm Alan Partridge,1997,Comedy
tt0129691,In the Kelvinator Kitchen,1947,Family
tt0129693,Let's Rhumba,1946,\N
tt0129695,The Magnificent Seven,1998,"Action,Western"
tt0129696,Marty,1968,Comedy
tt0129697,Mein Tagebuch,1980,History
tt0129698,Midnight Mac,1995,"Comedy,Music"
tt0129699,Musical Merry-Go-Round,1947,Music
tt0129701,The New Newlywed Game,1984,Game-Show
tt0129702,The Newlywed Game,1966,Game-Show
tt0129703,The Newlywed Game,1977,Game-Show
tt0129704,The Newlywed Game,1988,Game-Show
tt0129705,The Paul Hogan Show,1973,Comedy
tt0129706,Play the Game,1946,Game-Show
tt0129707,Power Without Glory,1976,Drama
tt0129709,Rab C. Nesbitt,1988,Comedy
tt0129710,Room 101,1994,"Comedy,Talk-Show"
tt0129711,The Royle Family,1998,Comedy
tt0129712,Saber Rider and the Star Sheriffs,1987,"Action,Adventure,Animation"
tt0129714,Serving Through Science,1946,\N
tt0129715,Small Fry Club,1947,"Animation,Comedy,Family"
tt0129716,Smash Hits,1989,\N
tt0129717,Softly Softly,1966,"Crime,Drama"
tt0129718,Spreewaldfamilie,1990,Drama
tt0129719,"S¨¹s¨¹, a s¨¢rk¨¢ny kalandjai",1977,"Family,Fantasy,Musical"
tt0129720,The Two Ronnies in Australia,1979,Comedy
tt0129723,Z Cars,1962,"Crime,Drama"
tt0130391,1990: The Issues,1990,Comedy
tt0130393,Coltrane's Planes and Automobiles,1997,History
tt0130395,Eko Eko Azarak: The Series,1997,Horror
tt0130396,Gold,1997,Drama
tt0130400,Issues,1991,Comedy
tt0130401,Jackson and Jill,1949,Comedy
tt0130402,Jim Henson Presents the World of International Puppeteering,1985,\N
tt0130403,"John, Alice, Peter, Susanne og lille Verner",1976,\N
tt0130407,Kwik Witz,1996,\N
tt0130410,Marimar,1994,"Drama,Romance"
tt0130411,McPhail & Gadsby,1980,Comedy
tt0130412,McPhail Gadsby,1997,Comedy
tt0130416,"Mike Hammer, Private Eye",1997,"Crime,Drama,Mystery"
tt0130417,The New Tom & Jerry Show,1975,"Adventure,Animation,Comedy"
tt0130420,Spark,1997,Comedy
tt0130421,The State,1993,Comedy
tt0130422,Sunday Service,1997,Comedy
tt0130425,Universe: The Infinite Frontier,1994,\N
tt0130729,Glass Mask,1997,"Drama,Romance"
tt0130999,Schicksal der Woche,1993,\N
tt0131157,Aktenzeichen XY... ungel?st!,1967,"Crime,News"
tt0131158,Alfresco,1983,Comedy
tt0131159,Blankety Blank,1978,Game-Show
tt0131160,Cat's Eye,1983,"Action,Adventure,Animation"
tt0131162,The Dave Allen Show,1968,"Comedy,Music"
tt0131163,Dave Allen at Large,1971,Comedy
tt0131164,Dave Allen,1990,Comedy
tt0131165,Des fleurs sur la neige,1991,Drama
tt0131166,El extra?o Retorno de Diana Salazar,1988,"Drama,Romance,Thriller"
tt0131167,Fun in the Sun,1987,"Action,Adventure,Family"
tt0131168,Hark at Barker,1969,Comedy
tt0131169,Hitler's Generals,1996,"Biography,Documentary,War"
tt0131170,Holiday Reps,1997,Reality-TV
tt0131171,In de Vlaamsche pot,1990,Comedy
tt0131172,The Jack Dee Show,1992,"Comedy,Music"
tt0131173,Josie,1991,Comedy
tt0131174,The Kate Robbins Show,1988,Comedy
tt0131175,Kate and Ted's Show,1987,Comedy
tt0131178,The Man and the Challenge,1959,Adventure
tt0131179,Detective Conan,1996,"Animation,Comedy,Crime"
tt0131180,OP7,1997,\N
tt0131182,Podunk Possum,1997,\N
tt0131183,The Raccoons,1985,"Animation,Comedy,Drama"
tt0131184,Saturday Live,1996,Comedy
tt0131185,Six Dates with Barker,1971,Comedy
tt0131186,Storstad,1990,Drama
tt0131187,Softly from Paris,1986,Comedy
tt0131188,That Was the Week That Was,1962,Comedy
tt0131190,Ulysses 31,1981,"Action,Adventure,Animation"
tt0131192,Your Jeweler's Showcase,1952,Drama
tt0131491,Mortimer's Patch,1980,Drama
tt0131598,Sport Billy,1979,"Animation,Sport"
tt0131605,St¨²rovci,1992,\N
tt0131613,Teenage Mutant Ninja Turtles,1987,"Action,Adventure,Animation"
tt0131662,Accused,1996,\N
tt0131664,The Angry Beavers,1997,"Animation,Comedy,Family"
tt0131665,World Tour of Australia,1996,"Comedy,Documentary"
tt0131667,The Dennis Miller Show,1992,"Comedy,Music,News"
tt0131668,Diva,1997,Drama
tt0131669,Gro?e Freiheit,1996,Crime
tt0131670,Die gro?e Freiheit,1992,\N
tt0131671,Ingesson,1995,Comedy
tt0131672,Jobs for the Boys,1997,Documentary
tt0131673,Die Kids von Berlin,1997,\N
tt0131674,The Village,1991,Drama
tt0131675,Legends of the Superheroes,1979,"Action,Adventure,Comedy"
tt0131676,Make Me Laugh,1979,Game-Show
tt0131678,Newton's Apple,1983,Talk-Show
tt0131680,No Strings,1974,Comedy
tt0131681,Pentagon,1997,Comedy
tt0131684,Sharman,1996,"Crime,Drama"
tt0131685,Singer & Sons,1990,Comedy
tt0131686,Sonderdezernat K1,1972,"Action,Crime,Drama"
tt0131687,Staying Alive,1996,Drama
tt0131688,Tim Conway's Funny America,1990,Comedy
tt0131689,Virginie,1996,"Comedy,Drama"
tt0131983,Boyce Goes West,1984,"Comedy,Documentary"
tt0132218,Hollywood Safari,1998,"Action,Adventure,Family"
tt0132611,"Wake, Rattle & Roll",1990,"Animation,Comedy,Family"
tt0132612,Waldo's Way,1996,Animation
tt0132652,"Buffalo Bill, Jr.",1955,Western
tt0132658,La movida,1991,\N
tt0132661,Ruckus,1991,Game-Show
tt0132665,Viva Variety,1997,Comedy
tt0132666,The Wonderful World of Disney,1997,"Adventure,Comedy,Drama"
tt0133010,Hollywood the Golden Years: The RKO Story,1987,"Documentary,History"
tt0133021,In Suspicious Circumstances,1991,Drama
tt0133295,Maya,1975,"Adventure,Animation,Comedy"
tt0133296,Blind Men,1997,Comedy
tt0133297,Boy Dominic,1974,Family
tt0133298,Carm¨ªn,1984,\N
tt0133299,Desmond's,1989,Comedy
tt0133300,Divorce Court,1957,Drama
tt0133301,Eldorado,1992,"Drama,Romance"
tt0133302,Frontline,1983,"Documentary,News"
tt0133303,The Gong Show,1976,"Comedy,Game-Show"
tt0133304,The Gong Show,1988,Game-Show
tt0133305,Hors limites,1996,\N
tt0133306,Juletestamentet,1995,Drama
tt0133307,The Check-Eared Rabbit,1977,Animation
tt0133309,Kr¨®lowa Bona,1980,"Biography,Drama,History"
tt0133310,K¨¦meri,1985,"Comedy,Crime,Drama"
tt0133311,Leinen los f¨¹r MS K?nigstein,1997,Drama
tt0133312,Mes¨¦k M¨¢ty¨¢s kir¨¢lyr¨®l,1984,"Animation,History"
tt0133315,Saracen,1989,"Action,Drama"
tt0133316,Six Centuries of Verse,1984,\N
tt0133319,Trombi ¨¦s a T¨¹zman¨®,1987,Animation
tt0133321,WYSIWYG,1992,\N
tt0133322,Waterfront Beat,1990,"Crime,Drama"
tt0133323,What's My Line?,1968,"Family,Game-Show"
tt0133943,The Magic of Dance,1979,Documentary
tt0134203,Vizip¨®k-Csodap¨®k,1978,Animation
tt0134236,Albion Market,1985,Drama
tt0134237,Br?derna Olsson,1987,Comedy
tt0134238,Caf¨¦ Wernicke,1980,\N
tt0134239,Casanova '73,1973,Comedy
tt0134241,The Cliffwood Avenue Kids,1977,"Comedy,Family,Mystery"
tt0134242,Dame Edna Kisses It Better,1997,Comedy
tt0134243,Degrees of Error,1995,"Drama,Thriller"
tt0134244,Desszert,1994,Talk-Show
tt0134246,The Fear,1988,"Crime,Drama"
tt0134247,Felicity,1998,"Drama,Romance"
tt0134250,Howards' Way,1985,Drama
tt0134251,Jo Brand Burns Rubber,1997,\N
tt0134253,The Media Show,1987,Documentary
tt0134255,Mitch,1984,Drama
tt0134256,The Moon Stallion,1978,"Adventure,Drama,Fantasy"
tt0134257,Operation Good Guys,1997,"Comedy,Crime"
tt0134258,The Price Is Right,1984,"Family,Game-Show"
tt0134259,Prospects,1986,"Comedy,Drama"
tt0134260,Rockliffe's Folly,1988,"Crime,Drama"
tt0134261,Shin on-yado Kawasemi,1997,"Drama,Mystery,Romance"
tt0134262,The Sports Illustrated for Kids Show,1997,Sport
tt0134263,Stella Street,1997,Comedy
tt0134264,Super Gran,1985,"Comedy,Crime,Family"
tt0134265,Transit,1991,Comedy
tt0134268,The Unique Dave Allen,1997,Comedy
tt0134269,V.I.P.,1998,"Action,Comedy,Crime"
tt0134644,Ex-S,1990,"Biography,Documentary"
tt0135076,50 Grand Slam,1976,Game-Show
tt0135077,All Over the Shop,1997,Game-Show
tt0135078,Another Life,1981,Drama
tt0135079,Ask Harriet,1998,Comedy
tt0135080,A Banqueira do Povo,1993,\N
tt0135081,Body Language,1984,"Family,Game-Show"
tt0135082,Chet Huntley Reporting,1957,News
tt0135083,Chuva na Areia,1985,\N
tt0135084,Cinzas,1992,\N
tt0135087,Desencontros,1995,\N
tt0135088,The District Nurse,1984,Drama
tt0135089,Doctor I.Q.,1953,Game-Show
tt0135090,Dolly Dots,1983,"Comedy,Music"
tt0135091,The Fainthearted Feminist,1984,Comedy
tt0135092,Filhos do Vento,1997,Drama
tt0135097,L?wenzahn,1981,"Animation,Comedy,Family"
tt0135099,Origens,1983,\N
tt0135100,Palavras Cruzadas,1987,\N
tt0135101,Passerelle,1988,\N
tt0135102,Primeiro Amor,1996,\N
tt0135104,Rex the Runt,1991,"Animation,Comedy"
tt0135105,Roseira Brava,1996,\N
tt0135106,Sardsch,1997,Crime
tt0135107,Split Second,1972,Game-Show
tt0135108,Telhados de Vidro,1993,\N
tt0135109,To Say the Least,1977,\N
